ACK_Flag_Count,Active_Max,Active_Min,Active_Std,Average_Packet_Size,Avg_Bwd_Segment_Size,Avg_Fwd_Segment_Size,Bwd_Header_Length,Bwd_IAT_Max,Bwd_IAT_Mean,Bwd_IAT_Min,Bwd_IAT_Std,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Min,Bwd_Packet_Length_Std,Bwd_Packetss,Destination_Port,DownUp_Ratio,Flow_Duration,Flow_IAT_Max,Flow_IAT_Mean,Flow_IAT_Min,Flow_IAT_Std,Flow_Packetss,Fwd_Header_Length,Fwd_Header_Length1,Fwd_IAT_Max,Fwd_IAT_Mean,Fwd_IAT_Min,Fwd_IAT_Std,Fwd_Packet_Length_Max,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Min,Fwd_Packet_Length_Std,Idle_Max,Idle_Min,Idle_Std,Init_Win_bytes_backward,Max_Packet_Length,Min_Packet_Length,PSH_Flag_Count,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,Protocol,SYN_Flag_Count,Source_Port,Subflow_Bwd_Bytes,Subflow_Bwd_Packets,Subflow_Fwd_Bytes,Total_Backward_Packets,Total_Fwd_Packets,Total_Length_of_Bwd_Packets,URG_Flag_Count,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Bwd_IAT_Total,Bwd_Packet_Length_Max,FIN_Flag_Count,Flow_Bytess,Fwd_IAT_Total,Fwd_PSH_Flags,Fwd_Packetss,Idle_Mean,Init_Win_bytes_forward,Subflow_Fwd_Packets,Total_Length_of_Fwd_Packets,Label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0902902905072039,80.0,0.0,11075388.0,11048544.0,3691796.0,4278.0,6371137.219081379,0.3611611620288156,104.0,104.0,11048544.0,5537694.0,26844.0,7793518.810203771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42408.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,56999.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,11075388.0,0.0,0.2708708715216117,0.0,65535.0,3.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,24776109.0,24776109.0,24776109.0,24776109.0,0.0,0.0807229254601681,40.0,40.0,24776109.0,24776109.0,24776109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,51544.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,24776109.0,0.0,0.0807229254601681,0.0,1369.0,2.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,21.0,21.0,21.0,21.0,0.0,95238.09523809524,40.0,40.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,35985.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,95238.09523809524,0.0,0.0,2.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,183171.0,183171.0,183171.0,183171.0,0.0,10.91875897385503,64.0,64.0,183171.0,183171.0,183171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,60965.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,183171.0,0.0,10.91875897385503,0.0,362.0,2.0,0.0,0
0.0,0.0,0.0,0.0,300.2857142857143,773.2,37.55555555555556,168.0,101159.0,33740.0,1.0,47617.21857339703,773.2,0.0,666.6567332593289,26.459786416604047,443.0,0.0,188966.0,66051.0,14535.846153846154,1.0,18952.466034996403,74.08740196649133,296.0,296.0,66051.0,23620.75,299.0,21185.397691739065,212.0,37.55555555555555,0.0,77.56144517592344,0.0,0.0,0.0,59.0,1448.0,0.0,1.0,280.26666666666665,510.5665573887596,260678.20952380955,6.0,0.0,39873.0,3866.0,5.0,338.0,5.0,9.0,3866.0,0.0,2.0,32.0,0.0,134960.0,1448.0,0.0,22247.38841908068,188966.0,0.0,47.62761554988728,0.0,65535.0,9.0,338.0,0
0.0,155146.0,155146.0,0.0,285.7894736842105,637.625,29.90909090909091,264.0,97653.0,18147.42857142857,5.0,36380.16181408554,637.625,0.0,685.6767121402247,0.7685644091079877,443.0,0.0,10409017.0,10253871.0,578278.7222222221,5.0,2414757.0993287675,1.825340471631471,360.0,360.0,10253871.0,1040901.7,110.0,3237161.3149303114,203.0,29.909090909090907,0.0,68.73493223311498,10253871.0,10253871.0,0.0,285.0,1448.0,0.0,1.0,271.5,519.434560996758,269812.2631578948,6.0,0.0,56497.0,5101.0,8.0,329.0,8.0,11.0,5101.0,0.0,2.0,32.0,155146.0,127032.0,1448.0,0.0,521.6630926820467,10409017.0,0.0,1.0567760625234832,10253871.0,65535.0,11.0,329.0,0
0.0,0.0,0.0,0.0,70.0,78.0,31.0,20.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0,2.0452156270835635,53.0,1.0,488946.0,488946.0,488946.0,488946.0,0.0,4.090431254167127,40.0,40.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,-1.0,78.0,31.0,0.0,46.66666666666666,27.13546265191241,736.3333333333333,17.0,0.0,10762.0,78.0,1.0,31.0,1.0,1.0,78.0,0.0,0.0,40.0,0.0,0.0,78.0,0.0,222.9285033521084,0.0,0.0,2.0452156270835635,0.0,-1.0,1.0,31.0,0
0.0,0.0,0.0,0.0,458.3478260869565,844.8333333333334,36.72727272727273,392.0,6210491.0,569898.2727272727,3.0,1870852.0408173967,844.8333333333334,0.0,679.3619778657744,1.9071358347962653,80.0,1.0,6292158.0,6201495.0,286007.1818181819,3.0,1321274.077727383,3.6553436833595088,372.0,372.0,31421.0,9066.300000000005,5.0,13474.197985202847,404.0,36.72727272727273,0.0,121.81058320941648,0.0,0.0,0.0,676.0,1448.0,0.0,1.0,439.2499999999999,631.5757553790429,398887.9347826086,6.0,0.0,48562.0,10138.0,12.0,404.0,12.0,11.0,10138.0,0.0,1.0,32.0,0.0,6268881.0,1448.0,0.0,1675.4188308685193,90663.0,0.0,1.7482078485632435,0.0,65535.0,11.0,404.0,0
0.0,240606.0,240606.0,0.0,309.3529411764706,679.1428571428571,50.5,232.0,147917.0,33616.666666666664,7.0,58114.91017859932,679.1428571428571,0.0,700.6055544007219,0.5874893307741179,443.0,0.0,11915110.0,11674504.0,744694.375,7.0,2914740.9079390885,1.426759803308572,328.0,328.0,11674504.0,1323901.111111111,11.0,3881633.274224055,291.0,50.5,0.0,107.99922839230535,11674504.0,11674504.0,0.0,349.0,1418.0,0.0,1.0,292.1666666666667,529.5784394491639,280453.3235294117,6.0,0.0,44805.0,4754.0,7.0,505.0,7.0,10.0,4754.0,0.0,2.0,32.0,240606.0,201700.0,1418.0,0.0,441.37234150586943,11915110.0,0.0,0.8392704725344541,11674504.0,65535.0,10.0,505.0,0
0.0,0.0,0.0,0.0,80.0,84.0,38.0,32.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,0.9656228605418496,53.0,1.0,1035601.0,1035601.0,1035601.0,1035601.0,0.0,1.9312457210836995,20.0,20.0,0.0,0.0,0.0,0.0,38.0,38.0,38.0,0.0,0.0,0.0,0.0,-1.0,84.0,38.0,0.0,53.333333333333336,26.558112382722783,705.3333333333334,17.0,0.0,54226.0,84.0,1.0,38.0,1.0,1.0,84.0,0.0,0.0,20.0,0.0,0.0,84.0,0.0,117.80598898610566,0.0,0.0,0.9656228605418496,0.0,-1.0,1.0,38.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1549744.0,1549744.0,1549744.0,1549744.0,0.0,1.2905357271910716,40.0,40.0,1549744.0,1549744.0,1549744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,40644.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1549744.0,0.0,1.2905357271910716,0.0,65535.0,2.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,4100992.0,4100992.0,4100992.0,4100992.0,0.0,0.4876868816130341,64.0,64.0,4100992.0,4100992.0,4100992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,43054.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4100992.0,0.0,0.4876868816130341,0.0,1686.0,2.0,0.0,0
0.0,0.0,0.0,0.0,333.7142857142857,620.0,47.42857142857143,160.0,253754.0,42664.99999999999,2.0,103413.22106578056,620.0,0.0,625.7624682470711,11.91023088833308,443.0,1.0,587730.0,250131.0,45210.0,2.0,92050.40792956868,23.82046177666616,160.0,160.0,253870.0,97955.0,618.0,121727.82937028,206.0,47.42857142857143,0.0,84.22758285909501,0.0,0.0,0.0,11474.0,1280.0,0.0,1.0,311.4666666666667,510.1408582324055,260243.6952380952,6.0,0.0,44128.0,4340.0,7.0,332.0,7.0,7.0,4340.0,0.0,2.0,20.0,0.0,255990.0,1280.0,0.0,7949.228387184592,587730.0,0.0,11.91023088833308,0.0,65535.0,7.0,332.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,5770583.0,5770583.0,5770583.0,5770583.0,0.0,0.346585431662624,40.0,40.0,5770583.0,5770583.0,5770583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,58730.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5770583.0,0.0,0.346585431662624,0.0,1369.0,2.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53273.0,0.0,24.0,24.0,24.0,24.0,0.0,83333.33333333333,64.0,64.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,80.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,83333.33333333333,0.0,3620.0,2.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,26632006.0,26632006.0,26632006.0,26632006.0,0.0,0.0750976099960325,40.0,40.0,26632006.0,26632006.0,26632006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,57209.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,26632006.0,0.0,0.0750976099960325,0.0,1689.0,2.0,0.0,0
0.0,0.0,0.0,0.0,445.0,843.5,46.5,172.0,9999052.0,1464474.5714285714,7.0,3764555.469592032,843.5,0.0,722.9825131258116,0.7619494629399212,80.0,1.0,10499384.0,9996261.0,699958.9333333333,7.0,2573204.631038433,1.5238989258798423,180.0,180.0,250402.0,71874.71428571429,15.0,121908.23440975904,372.0,46.50000000000001,0.0,131.52186130069785,0.0,0.0,0.0,511.0,1460.0,0.0,1.0,418.8235294117647,637.7315496443349,406701.5294117648,6.0,0.0,36855.0,6748.0,8.0,372.0,8.0,8.0,6748.0,0.0,1.0,20.0,0.0,10251322.0,1460.0,0.0,678.1350220165298,503123.0,0.0,0.7619494629399212,0.0,65535.0,8.0,372.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1923289.0,1923289.0,1923289.0,1923289.0,0.0,1.039885321446751,40.0,40.0,1923289.0,1923289.0,1923289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,50627.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1923289.0,0.0,1.039885321446751,0.0,1460.0,2.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.967988997060488,443.0,0.0,37081.0,37016.0,18540.5,65.0,26128.30267162412,80.90396699118146,64.0,64.0,65.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,46923.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,53.935977994120975,0.0,3264.0,2.0,0.0,0
0.0,0.0,0.0,0.0,67.0,66.0,34.0,40.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,7.268762493185535,53.0,1.0,137575.0,137575.0,137575.0,137575.0,0.0,14.53752498637107,32.0,32.0,0.0,0.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,-1.0,66.0,34.0,0.0,44.66666666666666,18.475208614068023,341.3333333333333,17.0,0.0,2044.0,66.0,1.0,34.0,1.0,1.0,66.0,0.0,0.0,32.0,0.0,0.0,66.0,0.0,726.8762493185535,0.0,0.0,7.268762493185535,0.0,-1.0,1.0,34.0,0
0.0,0.0,0.0,0.0,677.4117647058823,1349.9761904761904,20.48837209302325,852.0,160978.0,7868.512195121951,5.0,29636.66299545375,1349.9761904761908,0.0,373.4684162762164,104.4744932987075,80.0,0.0,402012.0,72296.0,4785.857142857145,4.0,16704.919134211654,211.43647453309853,880.0,880.0,101383.0,9571.714285714284,4.0,26376.327491073826,881.0,20.48837209302325,0.0,134.3512404630247,0.0,0.0,0.0,32.0,1460.0,0.0,1.0,669.5348837209303,723.4335401431869,523356.087004104,6.0,0.0,47605.0,56699.0,42.0,881.0,42.0,43.0,56699.0,0.0,1.0,20.0,0.0,322609.0,1460.0,0.0,143229.55533665663,402012.0,0.0,106.96198123439102,0.0,65535.0,43.0,881.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,11247.0,10866.0,3749.0,53.0,6165.036334037294,355.65039566106515,80.0,80.0,10866.0,3749.0,53.0,6165.036334037294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,54073.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,11247.0,0.0,355.65039566106515,0.0,1415.0,4.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,7701821.0,7701821.0,7701821.0,7701821.0,0.0,0.2596788473790808,64.0,64.0,7701821.0,7701821.0,7701821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,43387.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,7701821.0,0.0,0.2596788473790808,0.0,1369.0,2.0,0.0,0
